,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,1,2,3,a,b,exited
9318,0.636,0.6891892,0.9,0.0,0.0,0,1,0.6724217,0,0,1,1,0,0
9319,0.358,0.12162162,0.1,0.0,0.33333334,1,1,0.18881004,1,0,0,1,0,0
9320,0.572,0.17567568,0.6,0.0,0.33333334,1,1,0.011856282,1,0,0,0,1,0
9321,0.426,0.5810811,0.1,0.32755172,0.0,1,0,0.5341277,0,0,1,0,1,1
9322,0.834,0.22972973,0.9,0.0,0.33333334,1,0,0.19751902,1,0,0,1,0,0
9323,0.588,0.43243244,0.9,0.30616814,1.0,1,0,0.9818915,1,0,0,0,1,1
9324,0.86,0.7162162,0.9,0.56815994,0.33333334,1,1,0.6125345,0,1,0,0,1,0
9325,0.57,0.3108108,1.0,0.0,0.33333334,1,1,0.3099427,0,0,1,1,0,0
9326,0.582,0.22972973,0.2,0.4133613,0.0,0,1,0.9623551,0,1,0,0,1,1
9327,0.486,0.2972973,0.2,0.0,0.0,1,1,0.025919326,0,0,1,1,0,0
9328,0.38,0.22972973,0.7,0.511641,0.33333334,1,0,0.9913175,0,1,0,1,0,0
9329,0.626,0.22972973,0.5,0.0,0.33333334,1,1,0.3131467,0,0,1,0,1,0
9330,0.56,0.21621622,0.9,0.0,0.33333334,1,1,0.5700283,1,0,0,0,1,0
9331,0.51,0.013513514,0.8,0.66215444,0.0,1,1,0.5399686,0,1,0,0,1,0
9332,0.72,0.5945946,0.9,0.5907353,0.0,1,0,0.242821,0,1,0,1,0,1
9333,0.81,0.8108108,0.5,0.4830924,0.0,1,1,0.38006085,1,0,0,1,0,0
9334,0.582,0.0945946,1.0,0.0,0.33333334,1,1,0.9040704,0,0,1,0,1,0
9335,0.774,0.43243244,0.4,0.5083851,0.33333334,1,0,0.021069663,0,1,0,0,1,0
9336,0.69,0.4189189,0.9,0.635551,0.0,1,0,0.6792137,1,0,0,0,1,0
9337,0.232,0.3918919,0.5,0.4068812,0.0,1,1,0.91771096,0,1,0,1,0,1
9338,0.416,0.5405405,0.2,0.56810784,0.0,1,1,0.44394365,0,1,0,0,1,0
9339,0.63,0.14864865,0.1,0.7285099,0.33333334,1,1,0.31863704,0,0,1,0,1,0
9340,0.774,0.36486486,1.0,0.0,0.33333334,1,0,0.006765446,1,0,0,0,1,0
9341,0.608,0.14864865,0.7,0.0,0.33333334,1,1,0.74593407,1,0,0,0,1,0
9342,0.538,0.13513513,0.3,0.0,0.33333334,1,0,0.26693818,1,0,0,1,0,0
9343,0.99,0.33783785,0.3,0.60607713,0.33333334,1,0,0.48953915,0,1,0,1,0,0
9344,0.754,0.13513513,0.2,0.44240177,0.0,1,0,0.50715935,1,0,0,1,0,0
9345,0.464,0.43243244,0.2,0.59363544,0.0,1,1,0.5847194,1,0,0,0,1,0
9346,0.732,0.3108108,0.9,0.0,0.0,1,1,0.5663336,1,0,0,0,1,0
9347,0.62,0.24324325,0.0,0.3365453,0.0,1,1,0.9072763,0,0,1,1,0,0
9348,0.628,0.21621622,0.7,0.37433714,0.0,0,0,0.8995979,1,0,0,1,0,0
9349,0.902,0.33783785,0.4,0.63257986,0.33333334,0,0,0.49291986,1,0,0,0,1,0
9350,0.53,0.3243243,0.4,0.0,0.6666667,0,1,0.601605,0,0,1,0,1,0
9351,0.736,0.6081081,0.7,0.49105546,0.0,1,1,0.5026841,0,1,0,0,1,0
9352,0.634,0.2972973,0.8,0.29073673,0.33333334,1,0,0.49464685,1,0,0,0,1,0
9353,0.64,0.25675675,0.0,0.7124116,0.0,1,1,0.9725028,0,0,1,0,1,0
9354,0.48,0.33783785,0.8,0.0,0.33333334,1,1,0.7181522,1,0,0,0,1,0
9355,0.778,0.2972973,0.8,0.0,0.0,1,0,0.8351744,0,0,1,1,0,0
9356,0.046,0.3243243,0.7,0.0,0.0,1,0,0.3889111,1,0,0,0,1,1
9357,0.136,0.3783784,0.9,0.0,0.0,1,1,0.4050533,1,0,0,1,0,1
9358,0.974,0.14864865,0.9,0.0,0.33333334,1,1,0.20929338,1,0,0,1,0,0
9359,0.59,0.33783785,0.9,0.5584784,0.0,1,0,0.05646099,0,1,0,0,1,1
9360,0.404,0.2837838,0.2,0.52972454,0.0,0,1,0.7469356,0,1,0,0,1,0
9361,0.46,0.36486486,0.2,0.7147716,0.33333334,1,1,0.84654117,0,1,0,0,1,0
9362,0.668,0.22972973,0.3,0.5467534,0.0,1,1,0.18628044,1,0,0,0,1,0
9363,0.568,0.22972973,0.3,0.0,0.33333334,1,1,0.097528815,0,0,1,0,1,0
9364,0.514,0.4189189,0.9,0.47812358,0.33333334,1,0,0.5153324,1,0,0,1,0,0
9365,0.904,0.14864865,0.9,0.5078339,0.0,1,1,0.6723019,1,0,0,0,1,0
9366,0.772,0.24324325,0.6,0.0,0.0,1,0,0.35245907,1,0,0,1,0,0
9367,0.558,0.2972973,0.9,0.54766935,0.0,1,0,0.87941456,1,0,0,1,0,1
9368,0.774,0.13513513,0.8,0.0,0.33333334,1,0,0.53194296,1,0,0,0,1,0
9369,0.736,0.2837838,0.2,0.0,0.0,1,1,0.26065946,0,0,1,1,0,0
9370,0.422,0.33783785,0.4,0.0,1.0,0,0,0.09256549,1,0,0,0,1,1
9371,0.582,0.17567568,0.9,0.44836926,0.0,1,1,0.16111548,1,0,0,0,1,0
9372,0.654,0.16216215,0.1,0.31141388,0.0,0,1,0.87115467,1,0,0,0,1,0
9373,0.582,0.24324325,0.1,0.0,0.33333334,1,0,0.51009774,0,0,1,1,0,0
9374,0.616,0.1891892,0.5,0.58012825,0.0,1,1,0.15738092,0,0,1,1,0,0
9375,0.618,0.4054054,0.4,0.49260327,0.33333334,1,0,0.41232678,0,1,0,0,1,1
9376,0.434,0.3918919,0.2,0.0,0.0,0,0,0.5544972,1,0,0,1,0,1
9377,0.468,0.10810811,0.0,0.5830504,0.0,1,0,0.525519,1,0,0,1,0,0
9378,0.718,0.22972973,0.1,0.44570795,0.33333334,1,0,0.063321546,0,0,1,1,0,0
9379,0.68,0.10810811,0.2,0.0,0.33333334,1,1,0.4662659,0,0,1,1,0,0
9380,0.554,0.7027027,0.1,0.37631527,0.0,0,1,0.726509,1,0,0,0,1,0
9381,0.83,0.36486486,0.2,0.3648883,0.0,1,1,0.2356618,0,0,1,0,1,0
9382,0.59,0.27027026,0.7,0.23742138,0.0,1,1,0.8386384,1,0,0,1,0,0
9383,0.732,0.067567565,0.2,0.3765067,0.33333334,0,1,0.92953527,1,0,0,1,0,0
9384,0.842,0.527027,0.4,0.0,0.0,0,0,0.42936647,1,0,0,1,0,1
9385,0.674,0.35135135,0.8,0.38010707,0.33333334,1,1,0.0088821985,0,1,0,0,1,0
9386,0.734,0.2027027,1.0,0.4072786,0.33333334,1,0,0.116112836,0,1,0,1,0,0
9387,0.348,0.1891892,0.1,0.5774285,0.0,0,0,0.93873197,1,0,0,0,1,0
9388,0.658,0.2837838,0.5,0.0,0.33333334,1,1,0.5002926,0,0,1,0,1,0
9389,0.376,0.1891892,0.2,0.0,0.0,1,1,0.40063307,1,0,0,1,0,0
9390,0.804,0.25675675,0.5,0.4515421,0.33333334,1,1,0.662343,0,1,0,1,0,0
9391,0.992,0.5810811,0.0,0.0,0.33333334,1,1,0.48100024,0,0,1,0,1,0
9392,0.364,0.2837838,0.0,0.0,0.33333334,1,0,0.47487396,0,0,1,1,0,0
9393,0.64,0.33783785,0.9,0.44511253,0.0,1,0,0.89416397,0,1,0,0,1,1
9394,0.494,0.22972973,0.8,0.52252704,0.0,1,1,0.96429753,0,1,0,1,0,0
9395,0.554,0.45945945,0.1,0.3033176,0.33333334,0,1,0.8862185,0,1,0,0,1,0
9396,0.7,0.2972973,0.2,0.0,0.33333334,1,0,0.9988073,0,0,1,1,0,0
9397,0.832,0.45945945,0.7,0.36871904,0.33333334,0,1,0.33094177,1,0,0,1,0,0
9398,0.276,0.21621622,0.2,0.0,0.33333334,1,1,0.90638286,1,0,0,1,0,0
9399,0.688,0.2837838,0.5,0.30949777,0.0,1,1,0.12699218,1,0,0,0,1,0
9400,0.578,0.17567568,0.3,0.3920318,0.0,0,0,0.10482111,1,0,0,1,0,0
9401,0.71,0.3783784,0.4,0.46041828,0.0,0,0,0.38270316,0,1,0,1,0,1
9402,0.92,0.6891892,0.3,0.108763,0.0,1,1,0.55254436,0,1,0,0,1,0
9403,0.576,0.24324325,0.6,0.0,0.0,1,0,0.82125807,1,0,0,1,0,0
9404,0.49,0.33783785,0.5,0.0,0.33333334,0,0,0.5257413,0,0,1,1,0,0
9405,0.45,0.24324325,0.7,0.0,0.0,1,1,0.27931362,1,0,0,0,1,1
9406,1.0,0.17567568,0.6,0.5260967,0.33333334,1,1,0.8937646,1,0,0,0,1,0
9407,0.138,0.12162162,0.2,0.4845809,0.0,0,1,0.67360896,0,0,1,1,0,0
9408,0.58,0.5,1.0,0.52784914,0.0,1,0,0.0048358617,1,0,0,0,1,0
9409,0.44,0.21621622,1.0,0.0,0.33333334,0,1,0.91696525,0,0,1,0,1,0
9410,0.58,0.3783784,0.5,0.43036756,0.33333334,1,0,0.77939683,0,1,0,1,0,0
9411,0.678,0.2972973,0.4,0.31135985,1.0,1,0,0.5962958,0,1,0,1,0,1
9412,0.75,0.10810811,0.6,0.39332363,0.0,0,0,0.6686088,1,0,0,0,1,0
9413,0.802,0.35135135,1.0,0.0,0.33333334,1,0,0.853196,1,0,0,1,0,0
9414,0.388,0.47297296,0.9,0.0,0.0,1,0,0.6284625,0,0,1,1,0,1
9415,0.836,0.33783785,0.2,0.5152054,0.33333334,0,0,0.09570194,0,1,0,1,0,0
9416,0.596,0.25675675,0.6,0.5251272,0.0,1,0,0.43445694,0,1,0,0,1,0
9417,0.454,0.2027027,0.6,0.0,0.33333334,1,0,0.28984877,0,0,1,1,0,0
9418,0.578,0.12162162,0.2,0.0,0.0,1,1,0.41467667,0,0,1,1,0,0
9419,0.672,0.10810811,0.1,0.2288683,0.0,1,1,0.39592692,0,1,0,0,1,0
9420,0.614,0.13513513,0.7,0.0,0.33333334,0,1,0.025832668,1,0,0,1,0,0
9421,0.526,0.21621622,0.5,0.57431364,0.0,1,0,0.22251464,1,0,0,0,1,0
9422,0.702,0.2027027,0.9,0.5879293,0.0,1,0,0.9530927,1,0,0,0,1,0
9423,0.456,0.13513513,0.8,0.64405733,0.0,1,0,0.889201,0,0,1,1,0,0
9424,0.678,0.2972973,0.1,0.0,0.33333334,1,1,0.59723234,1,0,0,1,0,0
9425,0.674,0.7297297,0.4,0.0,0.33333334,1,1,0.25130454,0,0,1,1,0,0
9426,0.298,0.47297296,0.1,0.29982504,0.33333334,0,0,0.72425675,0,0,1,1,0,1
9427,0.686,0.2837838,0.0,0.0,0.33333334,0,0,0.4094892,0,0,1,1,0,0
9428,0.774,0.7027027,0.9,0.3489181,0.33333334,1,1,0.21284673,1,0,0,1,0,0
9429,0.602,0.1891892,0.8,0.5762577,0.0,1,1,0.43803144,1,0,0,1,0,0
9430,0.806,0.2027027,0.5,0.48851728,0.33333334,1,1,0.4140859,1,0,0,0,1,0
9431,0.346,0.08108108,0.5,0.6864617,0.0,0,1,0.7757368,0,0,1,1,0,0
9432,0.216,0.13513513,0.2,0.6852673,0.33333334,1,1,0.04783787,0,1,0,1,0,0
9433,0.586,0.2837838,0.7,0.0,0.33333334,1,1,0.8519864,1,0,0,0,1,0
9434,0.576,0.21621622,0.7,0.0,0.33333334,0,0,0.01967543,0,0,1,1,0,0
9435,0.67,0.27027026,0.4,0.4455915,0.33333334,1,1,0.5109142,0,1,0,0,1,0
9436,0.668,0.27027026,0.4,0.0,0.6666667,1,0,0.3780274,1,0,0,0,1,0
9437,0.64,0.12162162,0.5,0.3162105,0.0,1,1,0.13080499,1,0,0,1,0,0
9438,0.702,0.6081081,0.3,0.4819348,0.6666667,0,0,0.7236484,0,1,0,0,1,1
9439,0.71,0.17567568,0.3,0.5695759,0.0,1,1,0.2906447,1,0,0,1,0,0
9440,0.486,0.12162162,1.0,0.0,0.6666667,0,0,0.47308728,0,0,1,0,1,1
9441,0.602,0.2027027,0.1,0.38595265,0.0,1,0,0.54381746,1,0,0,1,0,0
9442,0.782,0.25675675,0.9,0.4195399,0.33333334,1,1,0.7475312,1,0,0,0,1,0
9443,0.492,0.4864865,0.1,0.49240708,0.0,1,1,0.6015733,0,1,0,0,1,1
9444,0.462,0.3108108,0.2,0.5098234,0.33333334,1,1,0.22099295,0,1,0,0,1,0
9445,0.678,0.13513513,0.5,0.37994948,0.0,1,0,0.030593071,0,0,1,1,0,1
9446,0.388,0.16216215,0.4,0.2918272,0.0,0,1,0.6339861,1,0,0,0,1,0
9447,0.736,0.3108108,0.1,0.0,0.33333334,0,1,0.13750283,1,0,0,1,0,1
9448,0.466,0.22972973,0.8,0.59783524,0.33333334,1,0,0.21067996,0,1,0,0,1,0
9449,0.626,0.13513513,0.8,0.49292636,0.33333334,1,1,0.4399101,0,1,0,0,1,0
9450,0.632,0.2027027,0.2,0.49472383,0.0,1,0,0.4094052,0,1,0,0,1,0
9451,0.348,0.14864865,0.3,0.6338647,0.0,1,0,0.013469936,0,0,1,0,1,1
9452,0.498,0.12162162,0.5,0.0,0.33333334,1,0,0.15268868,1,0,0,0,1,0
9453,0.634,0.12162162,0.7,0.6250017,0.0,1,1,0.7470264,1,0,0,0,1,0
9454,0.754,0.45945945,0.4,0.0,0.33333334,1,1,0.5921438,1,0,0,0,1,0
9455,0.678,0.5,0.4,0.0,0.33333334,1,1,0.29218125,0,0,1,1,0,0
9456,0.578,0.2837838,0.6,0.6000677,0.0,1,0,0.15202747,1,0,0,0,1,0
9457,0.656,0.13513513,0.2,0.43498585,0.0,1,1,0.29404223,1,0,0,0,1,0
9458,0.346,0.24324325,0.8,0.63113683,0.33333334,1,0,0.7765389,1,0,0,0,1,0
9459,0.6,0.3918919,0.9,0.0,0.0,1,0,0.93974984,1,0,0,1,0,0
9460,0.788,0.22972973,0.7,0.0,0.33333334,1,1,0.21514565,0,0,1,0,1,0
9461,0.694,0.2972973,0.4,0.0,0.33333334,0,1,0.13267118,1,0,0,0,1,0
9462,0.9,0.3783784,0.6,0.0,0.33333334,1,0,0.8596644,0,0,1,1,0,0
9463,0.628,0.08108108,0.7,0.0,0.0,0,1,0.17801586,1,0,0,0,1,0
9464,0.78,0.2837838,0.9,0.0,0.33333334,1,0,0.09518734,1,0,0,0,1,0
9465,0.97,0.5135135,0.2,0.0,0.33333334,1,1,0.19906177,1,0,0,1,0,0
9466,0.418,0.45945945,0.2,0.0,0.0,1,0,0.6450716,1,0,0,0,1,1
9467,0.652,0.24324325,0.1,0.32973343,0.0,1,0,0.56904703,0,0,1,0,1,0
9468,0.526,0.36486486,0.9,0.5690169,0.33333334,1,0,0.17370693,0,1,0,1,0,0
9469,0.726,0.0945946,0.4,0.48295692,0.0,1,1,0.28131387,1,0,0,1,0,0
9470,0.802,0.13513513,1.0,0.5298252,0.33333334,1,1,0.23311672,0,1,0,1,0,0
9471,0.346,0.054054055,0.8,0.49173138,0.0,1,1,0.62453467,1,0,0,0,1,0
9472,0.85,0.7567568,0.0,0.6431755,0.0,1,1,0.67435616,0,1,0,1,0,0
9473,0.516,0.36486486,0.4,0.0,0.33333334,0,0,0.18344702,0,0,1,0,1,1
9474,0.646,0.44594595,0.8,0.31711426,0.33333334,1,1,0.86102885,1,0,0,0,1,0
9475,0.532,0.3783784,0.2,0.0,0.33333334,1,0,0.68568987,1,0,0,0,1,0
9476,0.6,0.4054054,0.7,0.55094975,0.0,1,0,0.2879435,0,1,0,1,0,0
9477,0.61,0.3108108,0.5,0.0,0.0,0,0,0.18269955,1,0,0,1,0,1
9478,0.864,0.47297296,0.1,0.32511628,0.0,1,0,0.91483176,0,1,0,1,0,1
9479,0.862,0.22972973,0.1,0.0,0.33333334,0,0,0.21055171,0,0,1,0,1,0
9480,0.486,0.2027027,0.0,0.38233468,0.0,1,0,0.9974276,1,0,0,1,0,0
9481,0.31,0.22972973,0.8,0.4660561,0.0,1,0,0.4554498,0,0,1,0,1,0
9482,0.714,0.2972973,0.1,0.0,0.33333334,1,0,0.07040083,1,0,0,0,1,1
9483,0.684,0.24324325,0.3,0.31706548,0.0,0,1,0.89136255,1,0,0,1,0,0
9484,0.926,0.16216215,0.1,0.4640009,0.0,0,1,0.42902416,0,1,0,0,1,0
9485,1.0,0.25675675,0.4,0.3513024,0.0,1,0,0.5482901,0,0,1,0,1,0
9486,0.806,0.1891892,0.6,0.7083718,0.0,1,1,0.8082297,1,0,0,0,1,0
9487,1.0,0.1891892,0.5,0.0,0.0,1,1,0.019096874,0,0,1,1,0,0
9488,0.642,0.1891892,0.6,0.49387693,0.33333334,1,1,0.7331943,0,0,1,0,1,0
9489,0.882,0.2027027,0.3,0.0,0.0,1,1,0.72208065,1,0,0,1,0,1
9490,0.548,0.8378378,0.3,0.0,0.0,1,1,0.3289807,1,0,0,0,1,0
9491,0.598,0.22972973,0.4,0.43167502,0.0,1,1,0.9624652,1,0,0,1,0,0
9492,0.764,0.4054054,0.4,0.41037625,0.0,1,0,0.6042641,0,1,0,1,0,1
9493,0.628,0.24324325,0.0,0.41252694,0.0,1,1,0.730971,1,0,0,1,0,0
9494,0.878,0.33783785,0.8,0.47690454,0.33333334,0,1,0.7420742,0,1,0,0,1,1
9495,0.66,0.2027027,1.0,0.7324427,0.0,1,0,0.8206172,1,0,0,0,1,0
9496,0.702,0.25675675,0.1,0.0,0.33333334,1,0,0.8173079,1,0,0,0,1,0
9497,0.668,0.0945946,0.1,0.0,0.33333334,0,1,0.7249037,1,0,0,1,0,0
9498,0.472,0.45945945,0.6,0.56158644,0.0,1,1,0.3364187,1,0,0,1,0,0
9499,0.344,0.0945946,0.5,0.37485307,0.33333334,1,0,0.5163364,0,1,0,1,0,0
9500,0.778,0.12162162,0.8,0.39428917,0.0,1,1,0.5348431,0,0,1,1,0,0
9501,0.97,0.0,0.2,0.5694438,0.0,1,1,0.5881614,0,1,0,0,1,0
9502,0.88,0.14864865,0.3,0.18357238,0.33333334,1,1,0.948921,0,0,1,0,1,0
9503,0.642,0.4054054,0.6,0.4773642,0.0,0,1,0.33013687,1,0,0,1,0,0
9504,0.42,0.35135135,0.5,0.5709289,0.0,1,0,0.49329555,1,0,0,1,0,0
9505,0.602,0.13513513,1.0,0.31711274,0.0,1,1,0.3734146,1,0,0,0,1,0
9506,0.664,0.6891892,0.6,0.0,0.33333334,0,1,0.7480344,1,0,0,0,1,0
9507,0.916,0.3108108,0.0,0.0,0.0,1,1,0.39942414,1,0,0,0,1,0
9508,0.588,0.10810811,0.8,0.3852546,0.33333334,1,1,0.6938868,0,0,1,0,1,0
9509,0.676,0.14864865,0.1,0.0,0.33333334,1,0,0.7734938,1,0,0,0,1,0
9510,0.534,0.10810811,0.2,0.66141593,0.33333334,0,1,0.8441946,1,0,0,1,0,0
9511,0.776,0.2027027,0.4,0.36937827,0.0,1,0,0.52908075,1,0,0,0,1,0
9512,0.626,0.36486486,0.5,0.33158928,0.0,1,1,0.24337584,1,0,0,0,1,0
9513,0.33,0.4054054,0.5,0.5156992,0.0,0,1,0.7397923,1,0,0,0,1,1
9514,0.99,0.13513513,0.9,0.0,0.33333334,1,1,0.28089884,1,0,0,1,0,0
9515,0.578,0.27027026,0.9,0.5190679,0.0,1,1,0.40928668,0,0,1,0,1,0
9516,0.414,0.1891892,0.3,0.4922418,0.0,1,1,0.34910944,1,0,0,1,0,0
9517,0.386,0.25675675,0.8,0.5615589,0.33333334,1,1,0.5902944,0,1,0,0,1,0
9518,0.47,0.35135135,0.7,0.65312517,0.0,1,1,0.56166184,0,1,0,0,1,0
9519,0.52,0.12162162,0.2,0.0,0.33333334,1,0,0.07268284,1,0,0,1,0,0
9520,0.754,0.0,0.2,0.37392354,0.33333334,1,0,0.6308629,0,1,0,1,0,0
9521,0.38,0.2972973,0.8,0.0,0.33333334,1,0,0.017743794,0,0,1,1,0,0
9522,0.136,0.22972973,0.7,0.0,0.33333334,1,1,0.44437528,1,0,0,0,1,0
9523,0.62,0.1891892,0.0,0.45703372,0.0,1,0,0.4230075,1,0,0,1,0,0
9524,1.0,0.27027026,0.5,0.5849255,0.0,1,0,0.39132252,0,1,0,0,1,0
9525,0.536,0.3783784,0.6,0.5987041,0.0,1,0,0.603342,1,0,0,1,0,1
9526,0.584,0.0,0.5,0.4431422,0.33333334,0,1,0.05026565,0,1,0,0,1,0
9527,1.0,0.2972973,0.9,0.39783666,0.0,1,1,0.8199687,1,0,0,1,0,1
9528,0.778,0.21621622,0.9,0.0,0.0,1,0,0.30289268,1,0,0,0,1,0
9529,0.316,0.3108108,0.5,0.0,0.33333334,1,1,0.47084126,1,0,0,1,0,0
9530,0.634,0.3108108,0.6,0.0,0.33333334,0,0,0.83593076,1,0,0,0,1,0
9531,0.782,0.5675676,0.5,0.0,0.0,1,1,0.19453323,1,0,0,1,0,0
9532,0.484,0.14864865,0.7,0.0,0.33333334,1,1,0.455969,1,0,0,0,1,0
9533,0.602,0.36486486,0.6,0.34561467,0.0,1,0,0.42933255,0,1,0,1,0,1
9534,0.846,0.45945945,0.2,0.0,0.33333334,1,0,0.28665844,0,0,1,0,1,0
9535,1.0,0.3108108,0.8,0.5294503,0.0,1,1,0.8767622,0,0,1,0,1,0
9536,0.4,0.3243243,1.0,0.5129864,0.0,1,0,0.31543547,0,1,0,1,0,1
9537,0.866,0.2972973,0.6,0.0,0.33333334,1,0,0.54870725,1,0,0,0,1,0
9538,0.854,0.14864865,0.2,0.0,0.33333334,1,0,0.62245095,1,0,0,0,1,0
9539,0.618,0.14864865,0.6,0.49100462,0.0,1,1,0.28482634,1,0,0,0,1,1
9540,0.754,0.3783784,0.3,0.45934233,1.0,1,0,0.6537646,0,1,0,0,1,1
9541,0.506,0.27027026,0.8,0.23659316,0.0,1,1,0.95731884,1,0,0,0,1,0
9542,0.588,0.25675675,0.9,0.0,0.33333334,1,1,0.48220244,0,0,1,0,1,0
9543,0.594,0.22972973,0.6,0.4490616,0.0,0,1,0.6129221,1,0,0,1,0,0
9544,0.596,0.25675675,0.7,0.5520309,0.33333334,1,0,0.28604868,0,1,0,1,0,0
9545,0.742,0.527027,0.1,0.0,0.0,1,1,0.97974044,0,0,1,0,1,0
9546,0.348,0.14864865,0.7,0.0,0.33333334,1,1,0.52723616,1,0,0,0,1,0
9547,0.552,0.21621622,0.3,0.0,0.33333334,1,1,0.18931162,1,0,0,1,0,0
9548,0.438,0.33783785,0.7,0.0,0.33333334,1,0,0.26264122,1,0,0,0,1,0
9549,0.456,0.24324325,0.1,0.62682,0.33333334,1,0,0.70767564,0,0,1,0,1,0
9550,0.838,0.2972973,0.9,0.5335674,0.0,1,1,0.25280634,1,0,0,1,0,0
9551,0.688,0.17567568,0.4,0.56592405,0.33333334,1,0,0.13053867,0,1,0,0,1,0
9552,0.628,0.3108108,0.5,0.0,0.0,1,1,0.76028633,1,0,0,1,0,0
9553,0.592,0.27027026,0.7,0.0,0.33333334,1,0,0.007584824,1,0,0,0,1,0
9554,0.858,0.14864865,0.3,0.18488845,0.6666667,1,0,0.6396995,1,0,0,1,0,1
9555,0.864,0.7297297,0.5,0.59253937,0.0,1,0,0.012971588,0,1,0,1,0,1
9556,0.838,0.21621622,0.7,0.45875797,0.0,0,0,0.28917918,0,1,0,0,1,1
9557,0.61,0.6621622,0.6,0.5913293,0.0,1,1,0.9350072,0,1,0,0,1,0
9558,0.546,0.3783784,0.4,0.0,0.0,1,0,0.027690295,0,0,1,0,1,1
9559,0.71,0.2837838,0.8,0.574346,0.0,1,1,0.058359474,0,0,1,1,0,0
9560,0.672,0.3108108,0.5,0.51366156,0.6666667,1,1,0.53468984,1,0,0,0,1,1
9561,0.656,0.24324325,0.6,0.47209665,0.33333334,1,0,0.2658276,0,1,0,0,1,0
9562,0.776,0.2837838,0.5,0.0,0.33333334,1,1,0.5719416,1,0,0,0,1,0
9563,0.706,0.13513513,0.9,0.0,0.33333334,0,1,0.010698971,1,0,0,0,1,0
9564,0.408,0.3243243,0.1,0.0,0.33333334,0,1,0.91749424,0,0,1,0,1,0
9565,0.464,0.27027026,0.9,0.5419691,1.0,1,1,0.3828934,1,0,0,1,0,1
9566,0.588,0.25675675,0.6,0.4674081,0.33333334,1,0,0.5210817,1,0,0,0,1,1
9567,0.748,0.14864865,0.4,0.0,0.0,1,0,0.044860136,1,0,0,0,1,0
9568,0.486,0.2027027,0.1,0.0,0.33333334,0,0,0.049868863,1,0,0,0,1,0
9569,0.72,0.16216215,1.0,0.0,0.33333334,1,0,0.09745191,0,0,1,1,0,0
9570,0.562,0.22972973,0.8,0.514972,0.0,1,1,0.3957117,1,0,0,0,1,0
9571,0.778,0.3108108,0.8,0.0,0.0,1,0,0.9585075,0,0,1,1,0,1
9572,0.588,0.0,0.7,0.0,0.0,0,1,0.2981968,0,0,1,0,1,1
9573,0.604,0.22972973,0.7,0.41457286,0.33333334,1,1,0.27600786,0,1,0,0,1,0
9574,0.408,0.25675675,0.3,0.0,0.33333334,1,0,0.83090794,0,0,1,0,1,0
9575,0.266,0.16216215,0.9,0.0,0.33333334,0,0,0.6817921,1,0,0,1,0,0
9576,0.638,0.3243243,0.1,0.4140063,0.0,1,0,0.74307066,0,1,0,1,0,0
9577,0.982,0.45945945,0.3,0.447923,0.0,1,0,0.42756477,0,1,0,1,0,1
9578,0.624,0.21621622,0.2,0.46924147,0.33333334,0,1,0.27557236,1,0,0,0,1,0
9579,0.942,0.36486486,0.0,0.54136455,0.33333334,1,1,0.65889794,0,1,0,0,1,0
9580,0.866,0.27027026,0.9,0.4549065,0.0,1,0,0.7663652,1,0,0,0,1,0
9581,1.0,0.13513513,0.9,0.0,0.33333334,1,1,0.82434416,1,0,0,1,0,0
9582,0.418,0.5945946,0.6,0.47332612,0.0,1,1,0.10179022,1,0,0,0,1,0
9583,0.504,0.21621622,0.8,0.39212224,0.0,1,0,0.19767098,0,0,1,0,1,0
9584,0.426,0.3108108,0.2,0.40064442,0.0,1,1,0.097015366,0,1,0,0,1,1
9585,0.69,0.22972973,0.7,0.3182891,0.33333334,1,1,0.6398915,0,0,1,1,0,0
9586,0.392,0.027027028,0.6,0.0,0.0,0,1,0.10249614,1,0,0,1,0,0
9587,0.738,0.7837838,1.0,0.3788482,0.0,1,0,0.8812506,0,1,0,1,0,0
9588,0.378,0.3243243,0.1,0.7083695,0.0,1,0,0.5250604,0,1,0,0,1,0
9589,0.564,0.7162162,0.3,0.33127666,0.0,1,1,0.13794407,1,0,0,0,1,0
9590,0.844,0.21621622,0.7,0.44466624,0.0,1,1,0.60536605,0,1,0,0,1,0
9591,0.716,0.2972973,0.8,0.33087423,0.0,1,0,0.50543916,0,0,1,0,1,0
9592,0.636,0.13513513,0.1,0.4962613,0.0,0,0,0.5712876,0,1,0,1,0,0
9593,0.776,0.6621622,0.1,0.5207394,0.0,0,1,0.113764115,1,0,0,1,0,0
9594,0.87,0.5,0.5,0.0,0.33333334,1,1,0.03498869,1,0,0,0,1,0
9595,0.494,0.5810811,0.5,0.0,0.33333334,1,1,0.40647677,1,0,0,0,1,0
9596,0.362,0.25675675,0.7,0.4856731,0.0,1,0,0.7376193,1,0,0,0,1,0
9597,0.318,0.10810811,1.0,0.0,0.33333334,1,1,0.030834194,1,0,0,0,1,0
9598,0.316,0.22972973,0.1,0.34632897,0.0,0,0,0.29684454,1,0,0,0,1,0
9599,0.798,0.1891892,0.7,0.3169539,0.0,0,1,0.78825796,0,1,0,1,0,0
9600,0.542,0.5,0.7,0.5222589,0.0,0,1,0.3784062,0,1,0,1,0,1
9601,0.618,0.2027027,0.7,0.35847074,0.0,1,0,0.6827077,1,0,0,1,0,0
